"year","species","bio_total_kg","port","timeseries","maxbio","index","metric"
2024,"lingcod",3666104.72948834,"ERK","Lingcod ERK",23583581.9944795,0.155451565005965,"Scaled biomass index"
2003,"lingcod",2868801.25858989,"BRG","Lingcod BRG",23583581.9944795,0.12164400044325,"Scaled biomass index"
2004,"lingcod",3394897.90775141,"BRG","Lingcod BRG",23583581.9944795,0.14395175035523,"Scaled biomass index"
2005,"lingcod",3297797.59244515,"BRG","Lingcod BRG",23583581.9944795,0.139834465910103,"Scaled biomass index"
2006,"lingcod",3207538.63895227,"BRG","Lingcod BRG",23583581.9944795,0.13600727148671,"Scaled biomass index"
2007,"lingcod",2007651.57156603,"BRG","Lingcod BRG",23583581.9944795,0.0851292043776888,"Scaled biomass index"
2008,"lingcod",1410005.89953443,"BRG","Lingcod BRG",23583581.9944795,0.0597876056260022,"Scaled biomass index"
2009,"lingcod",1589479.20706593,"BRG","Lingcod BRG",23583581.9944795,0.0673977009700224,"Scaled biomass index"
2010,"lingcod",1226633.94699279,"BRG","Lingcod BRG",23583581.9944795,0.0520121984556852,"Scaled biomass index"
2011,"lingcod",1209256.80574117,"BRG","Lingcod BRG",23583581.9944795,0.0512753663130661,"Scaled biomass index"
2012,"lingcod",1859552.88315581,"BRG","Lingcod BRG",23583581.9944795,0.0788494675486998,"Scaled biomass index"
2013,"lingcod",1802006.88999987,"BRG","Lingcod BRG",23583581.9944795,0.0764093804928228,"Scaled biomass index"
2014,"lingcod",3151015.99211569,"BRG","Lingcod BRG",23583581.9944795,0.1336105767501,"Scaled biomass index"
2015,"lingcod",2565744.63241622,"BRG","Lingcod BRG",23583581.9944795,0.108793678289279,"Scaled biomass index"
2016,"lingcod",3495482.76148544,"BRG","Lingcod BRG",23583581.9944795,0.148216787522085,"Scaled biomass index"
2017,"lingcod",4862948.74796651,"BRG","Lingcod BRG",23583581.9944795,0.206200599599537,"Scaled biomass index"
2018,"lingcod",4950689.28524722,"BRG","Lingcod BRG",23583581.9944795,0.209921007182289,"Scaled biomass index"
2019,"lingcod",2727688.57772687,"BRG","Lingcod BRG",23583581.9944795,0.115660486959333,"Scaled biomass index"
2021,"lingcod",1816076.10970425,"BRG","Lingcod BRG",23583581.9944795,0.0770059488897557,"Scaled biomass index"
2022,"lingcod",1448726.23656536,"BRG","Lingcod BRG",23583581.9944795,0.0614294400615006,"Scaled biomass index"
2023,"lingcod",1754368.08942512,"BRG","Lingcod BRG",23583581.9944795,0.0743893819792,"Scaled biomass index"
2024,"lingcod",1952487.5634872,"BRG","Lingcod BRG",23583581.9944795,0.0827901191576515,"Scaled biomass index"
2003,"lingcod",1793930.54704224,"MRO","Lingcod MRO",23583581.9944795,0.0760669243316037,"Scaled biomass index"
2004,"lingcod",3539284.05608743,"MRO","Lingcod MRO",23583581.9944795,0.150074066650092,"Scaled biomass index"
2005,"lingcod",2372824.14002586,"MRO","Lingcod MRO",23583581.9944795,0.100613390306074,"Scaled biomass index"
2006,"lingcod",1427704.55076273,"MRO","Lingcod MRO",23583581.9944795,0.0605380705567514,"Scaled biomass index"
2007,"lingcod",702348.536824413,"MRO","Lingcod MRO",23583581.9944795,0.0297812493873416,"Scaled biomass index"
2008,"lingcod",1102719.17456041,"MRO","Lingcod MRO",23583581.9944795,0.0467579172162456,"Scaled biomass index"
2009,"lingcod",912509.383804071,"MRO","Lingcod MRO",23583581.9944795,0.0386925694331622,"Scaled biomass index"
2010,"lingcod",1171303.63013641,"MRO","Lingcod MRO",23583581.9944795,0.0496660613477031,"Scaled biomass index"
2011,"lingcod",1479691.2155256,"MRO","Lingcod MRO",23583581.9944795,0.0627424288588548,"Scaled biomass index"
2012,"lingcod",2161752.20079252,"MRO","Lingcod MRO",23583581.9944795,0.0916634377805096,"Scaled biomass index"
2013,"lingcod",3753137.17195763,"MRO","Lingcod MRO",23583581.9944795,0.159141947683612,"Scaled biomass index"
2014,"lingcod",2788405.5933511,"MRO","Lingcod MRO",23583581.9944795,0.118235032914161,"Scaled biomass index"
2015,"lingcod",2917134.30484161,"MRO","Lingcod MRO",23583581.9944795,0.12369343662572,"Scaled biomass index"
2016,"lingcod",4101006.30876498,"MRO","Lingcod MRO",23583581.9944795,0.173892426931793,"Scaled biomass index"
2017,"lingcod",4453453.22335877,"MRO","Lingcod MRO",23583581.9944795,0.188837014852165,"Scaled biomass index"
2018,"lingcod",5889618.2938865,"MRO","Lingcod MRO",23583581.9944795,0.249733831581019,"Scaled biomass index"
2019,"lingcod",2571803.17531461,"MRO","Lingcod MRO",23583581.9944795,0.109050574926092,"Scaled biomass index"
2021,"lingcod",1260261.88322278,"MRO","Lingcod MRO",23583581.9944795,0.0534381029784951,"Scaled biomass index"
2022,"lingcod",1015496.78503357,"MRO","Lingcod MRO",23583581.9944795,0.0430594803313288,"Scaled biomass index"
2023,"lingcod",1911450.82509446,"MRO","Lingcod MRO",23583581.9944795,0.0810500637919166,"Scaled biomass index"
2024,"lingcod",1170387.3378816,"MRO","Lingcod MRO",23583581.9944795,0.0496272083755372,"Scaled biomass index"
2003,"big skate",5831663.96779197,"BLL","Big skate BLL",21769425.6538796,0.267883225791614,"Scaled biomass index"
2004,"big skate",7523114.97898049,"BLL","Big skate BLL",21769425.6538796,0.345581693269881,"Scaled biomass index"
2005,"big skate",6100129.63268356,"BLL","Big skate BLL",21769425.6538796,0.280215460420126,"Scaled biomass index"
2006,"big skate",4620908.06837931,"BLL","Big skate BLL",21769425.6538796,0.212265961530125,"Scaled biomass index"
2007,"big skate",5482959.28939301,"BLL","Big skate BLL",21769425.6538796,0.251865133080159,"Scaled biomass index"
2008,"big skate",3803867.55908554,"BLL","Big skate BLL",21769425.6538796,0.17473440133721,"Scaled biomass index"
2009,"big skate",7723599.31295453,"BLL","Big skate BLL",21769425.6538796,0.354791138533234,"Scaled biomass index"
2010,"big skate",7566013.56256826,"BLL","Big skate BLL",21769425.6538796,0.347552281941802,"Scaled biomass index"
2011,"big skate",4497327.11392391,"BLL","Big skate BLL",21769425.6538796,0.20658914871842,"Scaled biomass index"
2012,"big skate",5301833.84502916,"BLL","Big skate BLL",21769425.6538796,0.243544957470401,"Scaled biomass index"
2013,"big skate",6323870.27970761,"BLL","Big skate BLL",21769425.6538796,0.290493207319901,"Scaled biomass index"
2014,"big skate",8690556.42039549,"BLL","Big skate BLL",21769425.6538796,0.399209265258991,"Scaled biomass index"
2015,"big skate",10667486.1193432,"BLL","Big skate BLL",21769425.6538796,0.490021477320977,"Scaled biomass index"
2016,"big skate",10110544.4367953,"BLL","Big skate BLL",21769425.6538796,0.464437812808968,"Scaled biomass index"
2017,"big skate",10296316.5470582,"BLL","Big skate BLL",21769425.6538796,0.47297143759157,"Scaled biomass index"
2018,"big skate",8399190.3000211,"BLL","Big skate BLL",21769425.6538796,0.385825075661758,"Scaled biomass index"
2019,"big skate",11260302.4312717,"BLL","Big skate BLL",21769425.6538796,0.517253078253122,"Scaled biomass index"
2021,"big skate",9108540.46090419,"BLL","Big skate BLL",21769425.6538796,0.418409773676364,"Scaled biomass index"
2022,"big skate",9606911.81251721,"BLL","Big skate BLL",21769425.6538796,0.441302952372799,"Scaled biomass index"
2023,"big skate",8528309.8200626,"BLL","Big skate BLL",21769425.6538796,0.391756307936528,"Scaled biomass index"
2024,"big skate",7142692.33094412,"BLL","Big skate BLL",21769425.6538796,0.328106604395932,"Scaled biomass index"
2003,"big skate",13563891.4126119,"AST","Big skate AST",21769425.6538796,0.623070706056712,"Scaled biomass index"
2004,"big skate",13186676.6841073,"AST","Big skate AST",21769425.6538796,0.605742976124743,"Scaled biomass index"
2005,"big skate",14754498.5968186,"AST","Big skate AST",21769425.6538796,0.677762419248262,"Scaled biomass index"
2006,"big skate",10167094.1370093,"AST","Big skate AST",21769425.6538796,0.467035478963011,"Scaled biomass index"
2007,"big skate",11625762.0598015,"AST","Big skate AST",21769425.6538796,0.534040826094539,"Scaled biomass index"
2008,"big skate",8688869.05763879,"AST","Big skate AST",21769425.6538796,0.399131754589508,"Scaled biomass index"
2009,"big skate",14677481.502914,"AST","Big skate AST",21769425.6538796,0.674224563214341,"Scaled biomass index"
2010,"big skate",16600779.488535,"AST","Big skate AST",21769425.6538796,0.762573149722789,"Scaled biomass index"
2011,"big skate",10023163.9977378,"AST","Big skate AST",21769425.6538796,0.460423906312457,"Scaled biomass index"
2012,"big skate",10551186.945431,"AST","Big skate AST",21769425.6538796,0.484679160267634,"Scaled biomass index"
2013,"big skate",11727302.5253602,"AST","Big skate AST",21769425.6538796,0.538705187349315,"Scaled biomass index"
2014,"big skate",15845498.1444243,"AST","Big skate AST",21769425.6538796,0.727878557586129,"Scaled biomass index"
2015,"big skate",21769425.6538796,"AST","Big skate AST",21769425.6538796,1,"Scaled biomass index"
2016,"big skate",21727387.8940764,"AST","Big skate AST",21769425.6538796,0.998068954116129,"Scaled biomass index"
2017,"big skate",18087304.3477974,"AST","Big skate AST",21769425.6538796,0.830858132656981,"Scaled biomass index"
2018,"big skate",14863901.844612,"AST","Big skate AST",21769425.6538796,0.682787965146114,"Scaled biomass index"
2019,"big skate",16877610.5736502,"AST","Big skate AST",21769425.6538796,0.775289658165255,"Scaled biomass index"
2021,"big skate",14449325.5346233,"AST","Big skate AST",21769425.6538796,0.663743994185176,"Scaled biomass index"
2022,"big skate",21417911.8765042,"AST","Big skate AST",21769425.6538796,0.98385286856143,"Scaled biomass index"
2023,"big skate",15606521.3860776,"AST","Big skate AST",21769425.6538796,0.716900924912381,"Scaled biomass index"
2024,"big skate",12131731.0365161,"AST","Big skate AST",21769425.6538796,0.557283009180083,"Scaled biomass index"
2003,"big skate",4661067.87868437,"COS","Big skate COS",21769425.6538796,0.214110741954908,"Scaled biomass index"
2004,"big skate",5007858.10577441,"COS","Big skate COS",21769425.6538796,0.230040892460659,"Scaled biomass index"
2005,"big skate",4168318.90635242,"COS","Big skate COS",21769425.6538796,0.191475832786134,"Scaled biomass index"
2006,"big skate",4533024.29674738,"COS","Big skate COS",21769425.6538796,0.208228933956259,"Scaled biomass index"
2007,"big skate",4695497.68962518,"COS","Big skate COS",21769425.6538796,0.215692309217555,"Scaled biomass index"
2008,"big skate",3482853.48128038,"COS","Big skate COS",21769425.6538796,0.159988303626177,"Scaled biomass index"
2009,"big skate",3724049.79596911,"COS","Big skate COS",21769425.6538796,0.171067893805707,"Scaled biomass index"
2010,"big skate",5798702.4000783,"COS","Big skate COS",21769425.6538796,0.26636910372713,"Scaled biomass index"
2011,"big skate",4523206.60980785,"COS","Big skate COS",21769425.6538796,0.207777948840913,"Scaled biomass index"
2012,"big skate",5359113.65486194,"COS","Big skate COS",21769425.6538796,0.246176161928593,"Scaled biomass index"
2013,"big skate",4563765.96236238,"COS","Big skate COS",21769425.6538796,0.209641082632286,"Scaled biomass index"
2014,"big skate",5686259.45043903,"COS","Big skate COS",21769425.6538796,0.261203926132322,"Scaled biomass index"
2015,"big skate",5190099.79725586,"COS","Big skate COS",21769425.6538796,0.238412343980739,"Scaled biomass index"
2016,"big skate",5163818.61379279,"COS","Big skate COS",21769425.6538796,0.237205091943826,"Scaled biomass index"
2017,"big skate",4677143.96139503,"COS","Big skate COS",21769425.6538796,0.214849212641561,"Scaled biomass index"
2018,"big skate",4648514.72718803,"COS","Big skate COS",21769425.6538796,0.213534100582006,"Scaled biomass index"
2019,"big skate",3802489.85469369,"COS","Big skate COS",21769425.6538796,0.174671115129583,"Scaled biomass index"
2021,"big skate",4221483.33563759,"COS","Big skate COS",21769425.6538796,0.193917993187169,"Scaled biomass index"
2022,"big skate",4965572.43433222,"COS","Big skate COS",21769425.6538796,0.228098458511573,"Scaled biomass index"
2023,"big skate",4130315.79395112,"COS","Big skate COS",21769425.6538796,0.189730122402887,"Scaled biomass index"
2024,"big skate",3249286.5800784,"COS","Big skate COS",21769425.6538796,0.149259178066526,"Scaled biomass index"
2003,"big skate",3102758.7649696,"BRK","Big skate BRK",21769425.6538796,0.142528278618901,"Scaled biomass index"
2004,"big skate",3894192.11131395,"BRK","Big skate BRK",21769425.6538796,0.178883548570789,"Scaled biomass index"
2005,"big skate",3378843.24141035,"BRK","Big skate BRK",21769425.6538796,0.15521049085685,"Scaled biomass index"
2006,"big skate",3138835.93655788,"BRK","Big skate BRK",21769425.6538796,0.144185519014761,"Scaled biomass index"
2007,"big skate",3065479.20053132,"BRK","Big skate BRK",21769425.6538796,0.140815805123688,"Scaled biomass index"
2008,"big skate",2889429.77225256,"BRK","Big skate BRK",21769425.6538796,0.132728801310274,"Scaled biomass index"
2009,"big skate",3566471.03611154,"BRK","Big skate BRK",21769425.6538796,0.163829358331093,"Scaled biomass index"
2010,"big skate",3050088.40295182,"BRK","Big skate BRK",21769425.6538796,0.140108813684217,"Scaled biomass index"
2011,"big skate",3491089.61486205,"BRK","Big skate BRK",21769425.6538796,0.160366638530948,"Scaled biomass index"
2012,"big skate",3888551.11802599,"BRK","Big skate BRK",21769425.6538796,0.178624423990396,"Scaled biomass index"
2013,"big skate",4010652.11716674,"BRK","Big skate BRK",21769425.6538796,0.184233253597666,"Scaled biomass index"
2014,"big skate",5548143.22977767,"BRK","Big skate BRK",21769425.6538796,0.254859421557083,"Scaled biomass index"
2015,"big skate",3666198.93055079,"BRK","Big skate BRK",21769425.6538796,0.168410457346973,"Scaled biomass index"
2016,"big skate",2983743.89538841,"BRK","Big skate BRK",21769425.6538796,0.137061213411327,"Scaled biomass index"
2017,"big skate",3631777.8855906,"BRK","Big skate BRK",21769425.6538796,0.166829292758276,"Scaled biomass index"
2018,"big skate",4017181.6036882,"BRK","Big skate BRK",21769425.6538796,0.184533191989486,"Scaled biomass index"
2019,"big skate",2665091.36921966,"BRK","Big skate BRK",21769425.6538796,0.122423595899725,"Scaled biomass index"
2021,"big skate",2558199.98830434,"BRK","Big skate BRK",21769425.6538796,0.117513435079921,"Scaled biomass index"
2022,"big skate",3524142.72547867,"BRK","Big skate BRK",21769425.6538796,0.161884965708805,"Scaled biomass index"
2023,"big skate",2980164.79235109,"BRK","Big skate BRK",21769425.6538796,0.136896803789584,"Scaled biomass index"
2024,"big skate",2893220.87731256,"BRK","Big skate BRK",21769425.6538796,0.132902949453651,"Scaled biomass index"
2003,"big skate",3361961.45799107,"CRS","Big skate CRS",21769425.6538796,0.154435009514912,"Scaled biomass index"
2004,"big skate",4132334.35019002,"CRS","Big skate CRS",21769425.6538796,0.189822846771044,"Scaled biomass index"
2005,"big skate",3793243.55209771,"CRS","Big skate CRS",21769425.6538796,0.174246377116601,"Scaled biomass index"
2006,"big skate",3539728.76236321,"CRS","Big skate CRS",21769425.6538796,0.162600925657972,"Scaled biomass index"
2007,"big skate",3334957.93136186,"CRS","Big skate CRS",21769425.6538796,0.153194575933496,"Scaled biomass index"
2008,"big skate",3569437.86479296,"CRS","Big skate CRS",21769425.6538796,0.163965642527498,"Scaled biomass index"
2009,"big skate",3901050.32671616,"CRS","Big skate CRS",21769425.6538796,0.179198587447389,"Scaled biomass index"
2010,"big skate",3384832.68242095,"CRS","Big skate CRS",21769425.6538796,0.155485621726439,"Scaled biomass index"
2011,"big skate",3808691.3770189,"CRS","Big skate CRS",21769425.6538796,0.174955988163158,"Scaled biomass index"
2012,"big skate",4017920.27080927,"CRS","Big skate CRS",21769425.6538796,0.18456712339093,"Scaled biomass index"
2013,"big skate",4352937.66946454,"CRS","Big skate CRS",21769425.6538796,0.19995647743186,"Scaled biomass index"
2014,"big skate",6179868.92915857,"CRS","Big skate CRS",21769425.6538796,0.283878363509202,"Scaled biomass index"
2015,"big skate",4029233.71691595,"CRS","Big skate CRS",21769425.6538796,0.185086817676235,"Scaled biomass index"
2016,"big skate",3057155.91362779,"CRS","Big skate CRS",21769425.6538796,0.140433466745273,"Scaled biomass index"
2017,"big skate",4105060.21047255,"CRS","Big skate CRS",21769425.6538796,0.188569982310993,"Scaled biomass index"
2018,"big skate",4490106.77597991,"CRS","Big skate CRS",21769425.6538796,0.206257475386344,"Scaled biomass index"
2019,"big skate",2945491.76223977,"CRS","Big skate CRS",21769425.6538796,0.135304064014883,"Scaled biomass index"
2021,"big skate",2776876.50706118,"CRS","Big skate CRS",21769425.6538796,0.127558556261971,"Scaled biomass index"
2022,"big skate",3647061.77933875,"CRS","Big skate CRS",21769425.6538796,0.167531373465004,"Scaled biomass index"
2023,"big skate",3063731.27759322,"CRS","Big skate CRS",21769425.6538796,0.140735512562649,"Scaled biomass index"
2024,"big skate",3229172.05745542,"CRS","Big skate CRS",21769425.6538796,0.148335197666547,"Scaled biomass index"
2003,"big skate",4868223.43661421,"ERK","Big skate ERK",21769425.6538796,0.223626636458672,"Scaled biomass index"
2004,"big skate",5536045.9543423,"ERK","Big skate ERK",21769425.6538796,0.254303721299864,"Scaled biomass index"
2005,"big skate",4480263.3035219,"ERK","Big skate ERK",21769425.6538796,0.20580530578782,"Scaled biomass index"
2006,"big skate",4767845.17570525,"ERK","Big skate ERK",21769425.6538796,0.219015662218703,"Scaled biomass index"
2007,"big skate",4453350.23529097,"ERK","Big skate ERK",21769425.6538796,0.204569027501988,"Scaled biomass index"
2008,"big skate",4846859.47066318,"ERK","Big skate ERK",21769425.6538796,0.222645261649308,"Scaled biomass index"
2009,"big skate",4026646.48662569,"ERK","Big skate ERK",21769425.6538796,0.184967970705653,"Scaled biomass index"
2010,"big skate",5022492.90721094,"ERK","Big skate ERK",21769425.6538796,0.230713156473004,"Scaled biomass index"
2011,"big skate",4366616.56347697,"ERK","Big skate ERK",21769425.6538796,0.200584830895563,"Scaled biomass index"
2012,"big skate",5204443.44544679,"ERK","Big skate ERK",21769425.6538796,0.239071233582099,"Scaled biomass index"
2013,"big skate",5115334.10225297,"ERK","Big skate ERK",21769425.6538796,0.23497790817193,"Scaled biomass index"
2014,"big skate",7290909.64251984,"ERK","Big skate ERK",21769425.6538796,0.334915112527119,"Scaled biomass index"
2015,"big skate",5532545.24231532,"ERK","Big skate ERK",21769425.6538796,0.254142912646359,"Scaled biomass index"
2016,"big skate",3586664.00389263,"ERK","Big skate ERK",21769425.6538796,0.164756942186642,"Scaled biomass index"
2017,"big skate",5377945.79754986,"ERK","Big skate ERK",21769425.6538796,0.247041234943718,"Scaled biomass index"
2018,"big skate",5675636.99375619,"ERK","Big skate ERK",21769425.6538796,0.260715973126499,"Scaled biomass index"
2019,"big skate",3877608.82138492,"ERK","Big skate ERK",21769425.6538796,0.178121778821201,"Scaled biomass index"
2021,"big skate",3755984.59566363,"ERK","Big skate ERK",21769425.6538796,0.17253485027035,"Scaled biomass index"
2022,"big skate",4413754.86587329,"ERK","Big skate ERK",21769425.6538796,0.202750175225073,"Scaled biomass index"
2023,"big skate",3795416.79110998,"ERK","Big skate ERK",21769425.6538796,0.174346206990242,"Scaled biomass index"
2024,"big skate",3403491.10731979,"ERK","Big skate ERK",21769425.6538796,0.156342714843892,"Scaled biomass index"
2003,"big skate",2449994.72207999,"BRG","Big skate BRG",21769425.6538796,0.11254291964489,"Scaled biomass index"
2004,"big skate",3233128.31717036,"BRG","Big skate BRG",21769425.6538796,0.148516932351597,"Scaled biomass index"
2005,"big skate",2203990.45248584,"BRG","Big skate BRG",21769425.6538796,0.101242471323218,"Scaled biomass index"
2006,"big skate",1871043.99231865,"BRG","Big skate BRG",21769425.6538796,0.0859482478806329,"Scaled biomass index"
2007,"big skate",2221862.06343997,"BRG","Big skate BRG",21769425.6538796,0.102063421367481,"Scaled biomass index"
2008,"big skate",1597957.11159862,"BRG","Big skate BRG",21769425.6538796,0.0734037331533292,"Scaled biomass index"
2009,"big skate",2012828.00725619,"BRG","Big skate BRG",21769425.6538796,0.0924612361969906,"Scaled biomass index"
2010,"big skate",2358164.70864283,"BRG","Big skate BRG",21769425.6538796,0.10832461756852,"Scaled biomass index"
2011,"big skate",2942711.28827984,"BRG","Big skate BRG",21769425.6538796,0.135176340206082,"Scaled biomass index"
2012,"big skate",2745912.59533063,"BRG","Big skate BRG",21769425.6538796,0.126136198491818,"Scaled biomass index"
2013,"big skate",2993096.74892377,"BRG","Big skate BRG",21769425.6538796,0.137490845946612,"Scaled biomass index"
2014,"big skate",3612407.197093,"BRG","Big skate BRG",21769425.6538796,0.165939481111171,"Scaled biomass index"
2015,"big skate",2492712.10848161,"BRG","Big skate BRG",21769425.6538796,0.114505184845673,"Scaled biomass index"
2016,"big skate",1803632.20930249,"BRG","Big skate BRG",21769425.6538796,0.0828516212590597,"Scaled biomass index"
2017,"big skate",2214637.13716875,"BRG","Big skate BRG",21769425.6538796,0.101731537266078,"Scaled biomass index"
2018,"big skate",3037376.32305579,"BRG","Big skate BRG",21769425.6538796,0.139524871778806,"Scaled biomass index"
2019,"big skate",1653535.88813326,"BRG","Big skate BRG",21769425.6538796,0.0759567989722587,"Scaled biomass index"
2021,"big skate",1461440.80091462,"BRG","Big skate BRG",21769425.6538796,0.0671327220180555,"Scaled biomass index"
2022,"big skate",1536925.79185814,"BRG","Big skate BRG",21769425.6538796,0.0706001993940637,"Scaled biomass index"
2023,"big skate",1780561.02147661,"BRG","Big skate BRG",21769425.6538796,0.0817918235320687,"Scaled biomass index"
2024,"big skate",1455214.29496616,"BRG","Big skate BRG",21769425.6538796,0.0668467013371493,"Scaled biomass index"
2003,"big skate",1383373.69024753,"MRO","Big skate MRO",21769425.6538796,0.063546632430378,"Scaled biomass index"
2004,"big skate",1276268.98899286,"MRO","Big skate MRO",21769425.6538796,0.0586266725307661,"Scaled biomass index"
2005,"big skate",1448265.62833517,"MRO","Big skate MRO",21769425.6538796,0.0665275074943043,"Scaled biomass index"
2006,"big skate",2000836.03431342,"MRO","Big skate MRO",21769425.6538796,0.0919103731134424,"Scaled biomass index"
2007,"big skate",1239440.175929,"MRO","Big skate MRO",21769425.6538796,0.0569349047437143,"Scaled biomass index"
2008,"big skate",1131096.70616948,"MRO","Big skate MRO",21769425.6538796,0.051958040793231,"Scaled biomass index"
2009,"big skate",1068471.28432533,"MRO","Big skate MRO",21769425.6538796,0.0490812803843963,"Scaled biomass index"
2010,"big skate",1525691.52614546,"MRO","Big skate MRO",21769425.6538796,0.0700841423381127,"Scaled biomass index"
2011,"big skate",1486854.70408702,"MRO","Big skate MRO",21769425.6538796,0.0683001346809553,"Scaled biomass index"
2012,"big skate",1814754.05528626,"MRO","Big skate MRO",21769425.6538796,0.0833625142040827,"Scaled biomass index"
2013,"big skate",1694201.9509455,"MRO","Big skate MRO",21769425.6538796,0.0778248346043787,"Scaled biomass index"
2014,"big skate",3130649.13941125,"MRO","Big skate MRO",21769425.6538796,0.143809450427707,"Scaled biomass index"
2015,"big skate",1436967.9986495,"MRO","Big skate MRO",21769425.6538796,0.0660085397518707,"Scaled biomass index"
2016,"big skate",1434614.6282797,"MRO","Big skate MRO",21769425.6538796,0.0659004353669769,"Scaled biomass index"
2017,"big skate",1351612.31248957,"MRO","Big skate MRO",21769425.6538796,0.0620876422731296,"Scaled biomass index"
2018,"big skate",1518868.59348841,"MRO","Big skate MRO",21769425.6538796,0.0697707242091492,"Scaled biomass index"
2019,"big skate",1398046.76194603,"MRO","Big skate MRO",21769425.6538796,0.064220654424885,"Scaled biomass index"
2021,"big skate",1015959.49045825,"MRO","Big skate MRO",21769425.6538796,0.0466690994338288,"Scaled biomass index"
2022,"big skate",1052801.63387913,"MRO","Big skate MRO",21769425.6538796,0.0483614795639546,"Scaled biomass index"
2023,"big skate",865740.850516233,"MRO","Big skate MRO",21769425.6538796,0.0397686583137735,"Scaled biomass index"
2024,"big skate",1078527.75735653,"MRO","Big skate MRO",21769425.6538796,0.0495432343739545,"Scaled biomass index"
2003,"longnose skate",13939806.9927298,"BLL","Longnose skate BLL",35500481.5326765,0.392665293283385,"Scaled biomass index"
2004,"longnose skate",12798016.5761555,"BLL","Longnose skate BLL",35500481.5326765,0.360502619221533,"Scaled biomass index"
2005,"longnose skate",13959706.7709791,"BLL","Longnose skate BLL",35500481.5326765,0.393225842813707,"Scaled biomass index"
2006,"longnose skate",13769819.4038798,"BLL","Longnose skate BLL",35500481.5326765,0.387876975449061,"Scaled biomass index"
2007,"longnose skate",14072962.2683656,"BLL","Longnose skate BLL",35500481.5326765,0.39641609524119,"Scaled biomass index"
2008,"longnose skate",15343713.5493262,"BLL","Longnose skate BLL",35500481.5326765,0.432211420433919,"Scaled biomass index"
2009,"longnose skate",12796980.601359,"BLL","Longnose skate BLL",35500481.5326765,0.360473437228732,"Scaled biomass index"
2010,"longnose skate",14414377.4612183,"BLL","Longnose skate BLL",35500481.5326765,0.406033294166745,"Scaled biomass index"
2011,"longnose skate",14428572.6587151,"BLL","Longnose skate BLL",35500481.5326765,0.406433153461152,"Scaled biomass index"
2012,"longnose skate",15468613.8963357,"BLL","Longnose skate BLL",35500481.5326765,0.435729692345092,"Scaled biomass index"
2013,"longnose skate",15417591.0378397,"BLL","Longnose skate BLL",35500481.5326765,0.434292448220698,"Scaled biomass index"
2014,"longnose skate",13587013.8689383,"BLL","Longnose skate BLL",35500481.5326765,0.382727593608331,"Scaled biomass index"
2015,"longnose skate",13949438.7842949,"BLL","Longnose skate BLL",35500481.5326765,0.39293660767545,"Scaled biomass index"
2016,"longnose skate",13754317.7304341,"BLL","Longnose skate BLL",35500481.5326765,0.387440314514436,"Scaled biomass index"
2017,"longnose skate",14292047.985946,"BLL","Longnose skate BLL",35500481.5326765,0.402587440195448,"Scaled biomass index"
2018,"longnose skate",15261299.1956038,"BLL","Longnose skate BLL",35500481.5326765,0.429889920832666,"Scaled biomass index"
2019,"longnose skate",14697555.090194,"BLL","Longnose skate BLL",35500481.5326765,0.414010020587062,"Scaled biomass index"
2021,"longnose skate",15642523.1908493,"BLL","Longnose skate BLL",35500481.5326765,0.440628479263052,"Scaled biomass index"
2022,"longnose skate",14436451.034526,"BLL","Longnose skate BLL",35500481.5326765,0.4066550765301,"Scaled biomass index"
2023,"longnose skate",15205258.680475,"BLL","Longnose skate BLL",35500481.5326765,0.428311336185097,"Scaled biomass index"
2024,"longnose skate",16174235.3473046,"BLL","Longnose skate BLL",35500481.5326765,0.455606083326419,"Scaled biomass index"
2003,"longnose skate",29638892.6674776,"AST","Longnose skate AST",35500481.5326765,0.834887060340193,"Scaled biomass index"
2004,"longnose skate",29888134.2649947,"AST","Longnose skate AST",35500481.5326765,0.841907855178927,"Scaled biomass index"
2005,"longnose skate",27057919.8376227,"AST","Longnose skate AST",35500481.5326765,0.762184586502503,"Scaled biomass index"
2006,"longnose skate",27955450.8379107,"AST","Longnose skate AST",35500481.5326765,0.787466806955255,"Scaled biomass index"
2007,"longnose skate",31019890.8084481,"AST","Longnose skate AST",35500481.5326765,0.873787888761334,"Scaled biomass index"
2008,"longnose skate",29036230.7345096,"AST","Longnose skate AST",35500481.5326765,0.817910898131991,"Scaled biomass index"
2009,"longnose skate",29240417.7324675,"AST","Longnose skate AST",35500481.5326765,0.823662566535981,"Scaled biomass index"
2010,"longnose skate",31425555.7431714,"AST","Longnose skate AST",35500481.5326765,0.885214915021526,"Scaled biomass index"
2011,"longnose skate",31969115.0860459,"AST","Longnose skate AST",35500481.5326765,0.90052623811933,"Scaled biomass index"
2012,"longnose skate",30639167.5639435,"AST","Longnose skate AST",35500481.5326765,0.863063435794292,"Scaled biomass index"
2013,"longnose skate",32770511.4257437,"AST","Longnose skate AST",35500481.5326765,0.923100476695789,"Scaled biomass index"
2014,"longnose skate",29822881.5260898,"AST","Longnose skate AST",35500481.5326765,0.840069774789936,"Scaled biomass index"
2015,"longnose skate",31009937.2429583,"AST","Longnose skate AST",35500481.5326765,0.873507510437998,"Scaled biomass index"
2016,"longnose skate",31164084.2569852,"AST","Longnose skate AST",35500481.5326765,0.877849620949514,"Scaled biomass index"
