"time","index","stdev","SEup","SElo","location","timeseries"
2020-01-06,66.16,"37.57","6.83127320958307","59.33","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total mean biomass"
2020-02-19,1027.92,"349.31","51.7058888188252","976.22","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total mean biomass"
2020-03-09,304.66,"78.2","11.1625098966167","293.5","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total mean biomass"
2020-06-10,5274.1,"1648.72","237.55703069861","5036.54","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total mean biomass"
2020-07-30,1131.23,"590.39","106.119253660565","1025.11","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total mean biomass"
2020-08-20,2023.66,"729.51","114.391120285578","1909.27","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total mean biomass"
2020-09-30,50.69,"20.47","4.2477463196735","46.44","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total mean biomass"
2020-10-29,1861.7,"672.63","106.398574905968","1755.3","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total mean biomass"
2021-06-22,906.24,"485","82.9486958100224","823.29","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total mean biomass"
2021-07-27,88.18,"45.82","10.3650241117794","77.82","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total mean biomass"
2021-09-07,2314.32,"956.07","146.181427104936","2168.14","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total mean biomass"
2021-11-14,1441.68,"777.13","136.794393847191","1304.88","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total mean biomass"
2021-12-06,117.18,"62.23","10.470903658511","106.71","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total mean biomass"
2022-01-17,264.14,"118.7","17.4614041031427","246.68","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total mean biomass"
2022-02-13,670.24,"245.71","35.7689559041905","634.48","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total mean biomass"
2022-03-17,604.77,"185.1","32.5298009466826","572.24","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total mean biomass"
2022-04-14,536.21,"309.97","50.5079622038882","485.7","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total mean biomass"
2022-05-18,240.88,"140.7","26.2909275393189","214.59","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total mean biomass"
2022-07-08,252.36,"126.6","19.9176793083381","232.45","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total mean biomass"
2022-08-22,270.32,"138.54","37.2609791688625","233.06","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total mean biomass"
2022-09-12,1644.29,"815.24","148.043725240416","1496.24","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total mean biomass"
2022-10-16,311.59,"131.42","20.4644200141028","291.12","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total mean biomass"
2022-11-10,166.8,"69.89","17.4195093905682","149.38","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total mean biomass"
2022-12-06,189.29,"80.78","16.037110333316","173.25","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total mean biomass"
2023-02-09,482.12,"221.84","32.6667613187994","449.46","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total mean biomass"
2023-03-17,1097.57,"258.34","52.2034217989486","1045.37","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total mean biomass"
2023-04-04,230.54,"122.8","26.3788509530701","204.16","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total mean biomass"
2023-05-10,2211.23,"1522.44","224.184903920631","1987.05","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total mean biomass"
2023-06-08,218.54,"172.18","25.7066310478786","192.84","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total mean biomass"
2023-07-09,810.47,"300.18","66.7535377768374","743.72","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total mean biomass"
2023-08-09,1944.98,"868.22","145.628709118506","1799.35","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total mean biomass"
2023-09-22,1446.22,"645.58","101.479419906936","1344.74","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total mean biomass"
2023-10-31,398.26,"213.18","36.7214735532489","361.54","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total mean biomass"
2023-11-29,73.17,"27.97","6.41521404321022","66.75","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total mean biomass"
2024-03-08,30.04,"15","6.32470319779523","23.72","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total mean biomass"
2024-04-19,98.49,"45.28","8.5682117134422","89.92","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total mean biomass"
2024-05-24,734.36,"232.13","39.4882409851899","694.87","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total mean biomass"
2024-07-05,706.78,"320.29","91.3861799219478","615.39","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total mean biomass"
2024-08-01,1502.79,"658.2","116.773676576947","1386.02","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total mean biomass"
2024-09-04,530.94,"342.24","90.8646329642686","440.07","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total mean biomass"
2007-11-08,2.74,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2007-12-11,3.81,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2008-02-17,1.77,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2008-03-05,1.74,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2008-04-22,NA,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2008-05-16,2.86,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2008-06-20,3.74,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2008-09-16,1.78,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2008-10-28,3.68,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2009-01-14,3.07,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2009-02-17,1.23,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2009-03-19,0.66,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2009-04-21,3.37,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2009-06-01,3.29,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2009-08-04,2.35,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2009-09-14,0.28,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2009-10-29,-0.21,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2010-01-31,1.24,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2010-02-18,0.74,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2010-04-13,-3.13,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2010-12-10,-0.53,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2011-02-20,-0.93,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2011-04-16,NA,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2011-05-27,1.88,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2011-06-28,1.89,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2011-07-14,0.7,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2011-08-02,3.07,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2011-09-12,0.25,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2011-09-29,NA,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2011-10-10,-0.85,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2011-10-30,NA,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2011-11-15,-1.08,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2011-12-06,-0.99,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2012-01-29,-0.6,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2012-02-21,0.65,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2012-03-08,-0.09,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2012-04-05,0.01,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2012-04-19,-0.86,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2012-05-22,1.33,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2012-06-05,0.54,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2012-06-24,-1.93,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2012-08-04,1.87,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2012-09-06,-1.09,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2012-09-21,0.54,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2012-10-22,1.39,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2012-11-26,-0.12,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2012-12-14,-1.73,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2013-01-16,-0.02,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2013-02-15,-0.74,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2013-03-11,2.16,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2013-05-06,1.25,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2013-05-13,0.8,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2013-05-29,-2.96,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2013-06-18,2.4,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2013-06-26,2.37,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2013-07-17,2.45,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2013-07-23,-2.58,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2013-08-05,1.19,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2013-08-26,1.27,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2013-09-12,3,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2013-10-15,3.17,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2013-10-24,1.03,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2013-11-12,2.9,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2014-01-02,-0.09,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2014-01-16,0.09,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2014-02-24,-0.28,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2014-04-02,1.57,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2014-04-28,2.48,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2014-06-12,2.51,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2014-07-15,-0.24,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2014-08-28,-2.38,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2014-09-16,-4.04,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2014-10-27,-2.35,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2015-01-05,-2.66,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2015-01-13,-2.33,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2015-02-13,-0.78,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2015-03-10,0.7,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2015-04-27,-0.24,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2015-05-13,-0.6,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2015-08-02,-4.13,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2015-08-11,-2.63,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2015-09-15,-3.3,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2015-10-19,-1.39,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2015-11-22,-1.47,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2016-01-24,-1.81,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2016-02-09,-2.05,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2016-03-18,-1.93,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2016-04-19,-1.91,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2016-05-12,-3.47,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2016-06-14,-2.38,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2016-07-18,-2.28,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2016-08-29,-2.18,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2016-09-14,-1.6,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2016-11-21,-1.68,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2016-12-13,-1.1,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2017-01-27,-0.31,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2017-02-13,0.41,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2017-04-04,-2.98,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2017-04-25,-0.73,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2017-05-30,0.99,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2017-07-05,-0.79,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2017-09-05,1.53,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2017-10-04,1.53,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2017-12-05,-0.5,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2018-02-08,-0.02,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2018-03-06,0.68,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2018-04-25,2.12,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2018-06-19,0.99,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2018-07-23,0.87,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2018-08-30,1.91,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2018-09-26,0.85,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2018-10-23,-0.15,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2018-12-04,-0.22,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2019-01-22,0.08,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2019-02-28,-1.35,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2019-04-03,0.11,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2019-04-18,-5.46,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2019-06-11,-0.79,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2019-07-09,-3.22,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2019-08-19,-0.17,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2019-10-30,-0.26,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2019-12-03,-0.38,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2020-01-06,-0.7,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2020-02-19,1.27,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2020-03-09,1.49,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2020-06-10,1.62,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2020-07-30,0.19,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2020-08-20,2.08,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2020-09-30,-1.83,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2020-10-29,-0.47,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2021-06-22,0.74,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2021-07-27,-2.71,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2021-09-07,-0.61,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2021-11-14,0.25,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2021-12-06,0.24,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2022-01-17,-0.26,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2022-02-13,-0.68,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2022-03-17,0.96,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2022-04-14,-0.78,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2022-05-18,-2.16,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2022-07-08,-0.01,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2022-08-22,-1.01,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2022-09-12,-0.07,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2022-10-16,0.48,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2022-11-10,0.05,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2022-12-06,0.66,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2023-02-09,-0.45,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2023-03-17,2.15,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2023-04-04,-1.28,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2023-05-10,-0.71,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2023-06-08,-2.33,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2023-07-09,0.08,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2023-08-09,-0.26,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2023-09-22,0.83,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2023-10-31,-2.35,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2023-11-29,-1.49,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2024-03-08,-1.51,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2024-04-19,0.27,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2024-05-24,1.84,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2024-07-05,-0.08,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2024-08-01,-0.15,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2024-09-04,-0.1,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2007-11-08,1920.42510497283,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2007-12-11,-409.678388609772,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2008-02-17,-378.694477406676,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2008-03-05,635.185958987276,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2008-04-22,NA,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2008-05-16,-837.243276970972,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2008-06-20,2623.94658258031,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2008-09-16,123.106012043846,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2008-10-28,-12.0851398637167,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2009-01-14,-317.011076261092,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2009-02-17,3197.72079663484,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2009-03-19,1150.80639357504,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2009-04-21,938.295797358441,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2009-06-01,849.51986171405,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2009-08-04,392.139738467648,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2009-09-14,2065.27587135383,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2009-10-29,602.017007076695,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2010-01-31,-102.702757861622,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2010-02-18,-323.392222318121,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2010-04-13,-801.106944458902,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2010-12-10,-132.044827964609,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2011-02-20,-472.25304786185,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2011-04-16,NA,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2011-05-27,-458.091642422317,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2011-06-28,1676.36869569293,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2011-07-14,-339.056728080566,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2011-08-02,1076.09123067564,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2011-09-12,-460.046703536884,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2011-09-29,NA,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2011-10-10,-85.0004962794806,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2011-10-30,NA,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2011-11-15,183.845105451844,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2011-12-06,-244.036087520662,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2012-01-29,472.735413733405,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2012-02-21,910.64336552818,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2012-03-08,-475.542093447049,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2012-04-05,-667.793663919738,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2012-04-19,-780.313148681948,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2012-05-22,1284.22236183013,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2012-06-05,-920.320608131805,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2012-06-24,-973.219643152014,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2012-08-04,-601.424479998621,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2012-09-06,-655.153521386499,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2012-09-21,-100.911354857886,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
